,game,player_1,player_2,loss_1,loss_2,player_1_opt,player_1_rand,eps
19998,19999,X,O,0.05999106913805008,0,-1.0,-0.836,0.5
248,249,X,O,0.027059772983193398,0,-1.0,-0.972,0.6
498,499,X,O,0.031038757413625717,0,-1.0,-0.916,0.6
748,749,X,O,0.04918442294001579,0,-1.0,-0.912,0.6
998,999,X,O,0.05217709392309189,0,-1.0,-0.856,0.6
1248,1249,X,O,0.061485953629016876,0,-1.0,-0.94,0.6
1498,1499,X,O,0.0789216086268425,0,-1.0,-0.7,0.6
1748,1749,X,O,0.05992282181978226,0,-1.0,-0.712,0.6
1998,1999,X,O,0.07717131078243256,0,-1.0,-0.708,0.6
2248,2249,X,O,0.09290899336338043,0,-1.0,-0.636,0.6
2498,2499,X,O,0.05434136092662811,0,-1.0,-0.612,0.6
2748,2749,X,O,0.05576680600643158,0,-1.0,-0.828,0.6
2998,2999,X,O,0.07121707499027252,0,-1.0,-0.632,0.6
3248,3249,X,O,0.07134124636650085,0,-1.0,-0.772,0.6
3498,3499,X,O,0.05216924846172333,0,-1.0,-0.812,0.6
3748,3749,X,O,0.07223527878522873,0,-1.0,-0.824,0.6
3998,3999,X,O,0.07390115410089493,0,-1.0,-0.736,0.6
4248,4249,X,O,0.07668309658765793,0,-1.0,-0.796,0.6
4498,4499,X,O,0.07703955471515656,0,-1.0,-0.808,0.6
4748,4749,X,O,0.06080101802945137,0,-1.0,-0.856,0.6
4998,4999,X,O,0.0838414877653122,0,-1.0,-0.792,0.6
5248,5249,X,O,0.10336469113826752,0,-1.0,-0.812,0.6
5498,5499,X,O,0.08859588205814362,0,-1.0,-0.84,0.6
5748,5749,X,O,0.09159506112337112,0,-1.0,-0.852,0.6
5998,5999,X,O,0.0682106614112854,0,-1.0,-0.812,0.6
6248,6249,X,O,0.08960732817649841,0,-1.0,-0.832,0.6
6498,6499,X,O,0.08321917057037354,0,-1.0,-0.832,0.6
6748,6749,X,O,0.08590251207351685,0,-1.0,-0.896,0.6
6998,6999,X,O,0.08883501589298248,0,-1.0,-0.8,0.6
7248,7249,X,O,0.07507956027984619,0,-1.0,-0.788,0.6
7498,7499,X,O,0.07594519853591919,0,-1.0,-0.788,0.6
7748,7749,X,O,0.1247740313410759,0,-1.0,-0.752,0.6
7998,7999,X,O,0.09836091101169586,0,-1.0,-0.812,0.6
8248,8249,X,O,0.07619976997375488,0,-1.0,-0.796,0.6
8498,8499,X,O,0.08017674088478088,0,-1.0,-0.776,0.6
8748,8749,X,O,0.06594356894493103,0,-1.0,-0.932,0.6
8998,8999,X,O,0.05258041247725487,0,-1.0,-0.716,0.6
9248,9249,X,O,0.059445515275001526,0,-1.0,-0.788,0.6
9498,9499,X,O,0.06423238664865494,0,-1.0,-0.744,0.6
9748,9749,X,O,0.0918157622218132,0,-1.0,-0.84,0.6
9998,9999,X,O,0.13106290996074677,0,-1.0,-0.836,0.6
10248,10249,X,O,0.06535535305738449,0,-1.0,-0.844,0.6
10498,10499,X,O,0.06721201539039612,0,-1.0,-0.952,0.6
10748,10749,X,O,0.08640359342098236,0,-1.0,-0.892,0.6
10998,10999,X,O,0.08119873702526093,0,-1.0,-0.892,0.6
11248,11249,X,O,0.05759606882929802,0,-1.0,-0.944,0.6
11498,11499,X,O,0.07279645651578903,0,-1.0,-0.7,0.6
11748,11749,X,O,0.08475048840045929,0,-1.0,-0.816,0.6
11998,11999,X,O,0.07718358188867569,0,-1.0,-0.784,0.6
12248,12249,X,O,0.05225418508052826,0,-1.0,-0.772,0.6
12498,12499,X,O,0.08332501351833344,0,-1.0,-0.784,0.6
12748,12749,X,O,0.07818441092967987,0,-1.0,-0.916,0.6
12998,12999,X,O,0.1080329567193985,0,-1.0,-0.88,0.6
13248,13249,X,O,0.08552742749452591,0,-1.0,-0.78,0.6
13498,13499,X,O,0.056702762842178345,0,-1.0,-0.78,0.6
13748,13749,X,O,0.060273051261901855,0,-1.0,-0.872,0.6
13998,13999,X,O,0.05121897906064987,0,-1.0,-0.852,0.6
14248,14249,X,O,0.06444500386714935,0,-1.0,-0.948,0.6
