,game,player_1,player_2,loss_1,loss_2,player_1_opt,player_1_rand,eps
7998,7999,X,O,0.07934880256652832,0,-0.72,-0.208,0.4
8248,8249,X,O,0.06524056941270828,0,-0.752,-0.536,0.4
8498,8499,X,O,0.06295324862003326,0,-0.768,-0.564,0.4
8748,8749,X,O,0.0492498017847538,0,-1.0,-0.564,0.4
8998,8999,X,O,0.06570859998464584,0,-0.748,-0.392,0.4
9248,9249,X,O,0.0526336245238781,0,-0.48,-0.468,0.4
9498,9499,X,O,0.05186476930975914,0,-1.0,-0.892,0.4
9748,9749,X,O,0.06721004843711853,0,-1.0,-0.684,0.4
9998,9999,X,O,0.06244393438100815,0,-1.0,-0.76,0.4
10248,10249,X,O,0.09884163737297058,0,-1.0,-0.748,0.4
10498,10499,X,O,0.0840979591012001,0,-1.0,-0.888,0.4
10748,10749,X,O,0.05382346361875534,0,-1.0,-0.704,0.4
10998,10999,X,O,0.05244981497526169,0,-1.0,-0.676,0.4
11248,11249,X,O,0.10101956129074097,0,-1.0,-0.708,0.4
11498,11499,X,O,0.04991430789232254,0,-1.0,-0.668,0.4
11748,11749,X,O,0.06367667019367218,0,-1.0,-0.584,0.4
11998,11999,X,O,0.07778200507164001,0,-1.0,-0.744,0.4
12248,12249,X,O,0.05953964591026306,0,-1.0,-0.8,0.4
12498,12499,X,O,0.08326581120491028,0,-1.0,-0.664,0.4
12748,12749,X,O,0.07227052748203278,0,-1.0,-0.784,0.4
12998,12999,X,O,0.0644632875919342,0,-1.0,-0.8,0.4
13248,13249,X,O,0.08992114663124084,0,-1.0,-0.788,0.4
13498,13499,X,O,0.03566446155309677,0,-1.0,-0.624,0.4
13748,13749,X,O,0.09129771590232849,0,-1.0,-0.712,0.4
13998,13999,X,O,0.057881955057382584,0,-1.0,-0.836,0.4
14248,14249,X,O,0.05125052109360695,0,-1.0,-0.696,0.4
14498,14499,X,O,0.06536612659692764,0,-0.792,-0.672,0.4
14748,14749,X,O,0.08656468987464905,0,-0.776,-0.648,0.4
14998,14999,X,O,0.045903317630290985,0,-1.0,-0.7,0.4
15248,15249,X,O,0.07793387770652771,0,-1.0,-0.748,0.4
15498,15499,X,O,0.08542369306087494,0,-0.724,-0.436,0.4
15748,15749,X,O,0.06305775046348572,0,-0.76,-0.736,0.4
15998,15999,X,O,0.04171743243932724,0,-0.748,-0.736,0.4
16248,16249,X,O,0.08358850330114365,0,-0.772,-0.8,0.4
16498,16499,X,O,0.06704186648130417,0,-0.768,-0.524,0.4
16748,16749,X,O,0.08388616144657135,0,-1.0,-0.824,0.4
16998,16999,X,O,0.05579416826367378,0,-1.0,-0.784,0.4
17248,17249,X,O,0.04532884061336517,0,-1.0,-0.868,0.4
17498,17499,X,O,0.06983999907970428,0,-1.0,-0.744,0.4
17748,17749,X,O,0.06564938277006149,0,-1.0,-0.816,0.4
17998,17999,X,O,0.07708483934402466,0,-1.0,-0.804,0.4
18248,18249,X,O,0.06170640140771866,0,-1.0,-0.78,0.4
18498,18499,X,O,0.06769265979528427,0,-1.0,-0.78,0.4
18748,18749,X,O,0.0740417093038559,0,-1.0,-0.892,0.4
18998,18999,X,O,0.06497593969106674,0,-1.0,-0.84,0.4
19248,19249,X,O,0.04898277670145035,0,-1.0,-0.852,0.4
19498,19499,X,O,0.04900464415550232,0,-1.0,-0.86,0.4
19748,19749,X,O,0.06188524514436722,0,-1.0,-0.856,0.4
19998,19999,X,O,0.06305520981550217,0,-1.0,-0.784,0.4
248,249,X,O,0.03539228066802025,0,-1.0,-0.708,0.6
498,499,X,O,0.040981873869895935,0,-1.0,-0.58,0.6
