,game,player_1,player_2,loss_1,loss_2,player_1_opt,player_1_rand,n_star
15498,15499,X,O,0.0781201496720314,0,0.0,0.78,32000
15748,15749,X,O,0.060490675270557404,0,0.176,0.734,32000
15998,15999,X,O,0.06814251840114594,0,0.09,0.836,32000
16248,16249,X,O,0.11371630430221558,0,-0.5,0.852,32000
16498,16499,X,O,0.06432594358921051,0,0.0,0.81,32000
16748,16749,X,O,0.11307784914970398,0,0.198,0.828,32000
16998,16999,X,O,0.07676057517528534,0,0.182,0.838,32000
17248,17249,X,O,0.06507070362567902,0,0.0,0.822,32000
17498,17499,X,O,0.09089478105306625,0,0.0,0.788,32000
17748,17749,X,O,0.08016062527894974,0,0.188,0.77,32000
17998,17999,X,O,0.04402561113238335,0,0.0,0.702,32000
18248,18249,X,O,0.10578641295433044,0,0.0,0.778,32000
18498,18499,X,O,0.06242673471570015,0,0.0,0.796,32000
18748,18749,X,O,0.05491751432418823,0,0.0,0.802,32000
18998,18999,X,O,0.04952741786837578,0,0.196,0.836,32000
19248,19249,X,O,0.07938920706510544,0,0.0,0.72,32000
19498,19499,X,O,0.08569806814193726,0,0.0,0.832,32000
19748,19749,X,O,0.05357347056269646,0,0.0,0.828,32000
19998,19999,X,O,0.10794991254806519,0,0.19,0.84,32000
