,game,reward_1,reward_2,player_1,player_2,loss_1,loss_2,player_1_opt,player_1_rand,n_star
7498,7499,1,-1,X,O,0.10672350227832794,0.100038543343544,-0.104,0.84,32000
7748,7749,-1,1,X,O,0.07875128835439682,0.06615496426820755,-0.164,0.764,32000
7998,7999,1,-1,X,O,0.07394887506961823,0.07962329685688019,0.0,0.842,32000
8248,8249,1,-1,X,O,0.061473943293094635,0.07860402017831802,-0.094,0.86,32000
8498,8499,1,-1,X,O,0.05553898960351944,0.05140073597431183,-0.4,0.83,32000
8748,8749,0,0,X,O,0.053367242217063904,0.09604477882385254,-0.114,0.794,32000
8998,8999,-1,1,X,O,0.06667028367519379,0.08829265832901001,-0.286,0.876,32000
9248,9249,-1,1,X,O,0.05844574794173241,0.10716189444065094,-0.822,0.85,32000
9498,9499,1,-1,X,O,0.09332837164402008,0.06591904163360596,-0.324,0.826,32000
9748,9749,-1,1,X,O,0.06181055307388306,0.09023772180080414,-0.308,0.746,32000
9998,9999,-1,1,X,O,0.07790052890777588,0.044394634664058685,-0.31,0.862,32000
10248,10249,-1,1,X,O,0.08637811243534088,0.1110338494181633,-0.894,0.84,32000
10498,10499,-1,1,X,O,0.0919620543718338,0.06387980282306671,-0.288,0.83,32000
10748,10749,1,-1,X,O,0.12123747915029526,0.09172697365283966,-0.808,0.814,32000
10998,10999,1,-1,X,O,0.0482260063290596,0.1007925420999527,0.296,0.754,32000
11248,11249,-1,1,X,O,0.06571748852729797,0.06704051792621613,-0.628,0.876,32000
11498,11499,1,-1,X,O,0.05882219225168228,0.09621822834014893,-0.794,0.878,32000
11748,11749,-1,1,X,O,0.09057928621768951,0.11020447313785553,0.098,0.892,32000
11998,11999,1,-1,X,O,0.08017612993717194,0.07394693791866302,0.422,0.846,32000
12248,12249,-1,1,X,O,0.08980803191661835,0.08034399896860123,-0.622,0.886,32000
12498,12499,-1,1,X,O,0.06649526953697205,0.11992642283439636,0.5,0.882,32000
12748,12749,-1,1,X,O,0.061117880046367645,0.09374210983514786,-0.5,0.86,32000
12998,12999,1,-1,X,O,0.09184441715478897,0.08584756404161453,-0.818,0.772,32000
13248,13249,0,0,X,O,0.110893614590168,0.08379959315061569,-0.624,0.87,32000
13498,13499,-1,1,X,O,0.06330651044845581,0.04828521981835365,-0.566,0.824,32000
13748,13749,1,-1,X,O,0.06032750383019447,0.04357924312353134,-0.5,0.758,32000
13998,13999,-1,1,X,O,0.10336774587631226,0.06192292273044586,-0.9,0.776,32000
14248,14249,-1,1,X,O,0.06810490041971207,0.0812733992934227,-0.804,0.778,32000
14498,14499,1,-1,X,O,0.054301805794239044,0.09192042797803879,-0.804,0.77,32000
14748,14749,1,-1,X,O,0.08028924465179443,0.07591117918491364,-0.8,0.798,32000
14998,14999,-1,1,X,O,0.06774073839187622,0.09042030572891235,0.088,0.802,32000
15248,15249,-1,1,X,O,0.08993727713823318,0.05676918476819992,0.206,0.822,32000
15498,15499,1,-1,X,O,0.09866951406002045,0.03725891560316086,-0.5,0.804,32000
15748,15749,1,-1,X,O,0.06539394706487656,0.08953570574522018,-0.308,0.88,32000
15998,15999,1,-1,X,O,0.10382439196109772,0.06566601991653442,-0.5,0.736,32000
16248,16249,-1,1,X,O,0.10221225768327713,0.08751977235078812,-1.0,0.754,32000
16498,16499,1,-1,X,O,0.08052748441696167,0.06523095816373825,-0.526,0.728,32000
16748,16749,0,0,X,O,0.10338781028985977,0.12821359932422638,-0.406,0.842,32000
16998,16999,-1,1,X,O,0.058452121913433075,0.12273740768432617,-0.328,0.888,32000
17248,17249,-1,1,X,O,0.08582255244255066,0.0906549021601677,-0.488,0.882,32000
17498,17499,1,-1,X,O,0.08153673261404037,0.08344990015029907,-0.342,0.884,32000
17748,17749,1,-1,X,O,0.09802672266960144,0.07998719811439514,-0.278,0.872,32000
17998,17999,1,-1,X,O,0.06610821187496185,0.09092806279659271,-0.104,0.834,32000
18248,18249,-1,1,X,O,0.07892890274524689,0.08170684427022934,-0.102,0.848,32000
18498,18499,-1,1,X,O,0.0862438753247261,0.1181490421295166,-0.222,0.868,32000
18748,18749,-1,1,X,O,0.12285158783197403,0.1328343152999878,-0.712,0.836,32000
18998,18999,1,-1,X,O,0.10680980980396271,0.09710799157619476,-0.302,0.832,32000
19248,19249,1,-1,X,O,0.10989496111869812,0.053414080291986465,-0.292,0.85,32000
19498,19499,-1,1,X,O,0.10010981559753418,0.09943157434463501,0.0,0.882,32000
19748,19749,0,0,X,O,0.11081528663635254,0.053272783756256104,0.0,0.854,32000
19998,19999,1,-1,X,O,0.08532706648111343,0.10788804292678833,-0.582,0.802,32000
248,249,-1,1,X,O,0.039771124720573425,0.043033964931964874,-1.0,0.356,40000
498,499,1,-1,X,O,0.08003640919923782,0.040193893015384674,-1.0,0.496,40000
748,749,1,-1,X,O,0.09083250164985657,0.047357842326164246,-1.0,0.634,40000
998,999,1,-1,X,O,0.0876179188489914,0.054478973150253296,-1.0,0.834,40000
1248,1249,1,-1,X,O,0.09842285513877869,0.08104988932609558,-1.0,0.774,40000
1498,1499,1,-1,X,O,0.05211886763572693,0.10167978703975677,-0.89,0.772,40000
1748,1749,0,0,X,O,0.09686361998319626,0.07244554907083511,-1.0,0.774,40000
1998,1999,1,-1,X,O,0.07213478535413742,0.06718341261148453,-0.5,0.804,40000
2248,2249,-1,1,X,O,0.07447834312915802,0.07035280019044876,-0.884,0.826,40000
2498,2499,-1,1,X,O,0.10821893066167831,0.08946482837200165,-1.0,0.712,40000
2748,2749,0,0,X,O,0.07438084483146667,0.0658198744058609,-1.0,0.836,40000
2998,2999,0,0,X,O,0.046767331659793854,0.10376174002885818,-1.0,0.792,40000
3248,3249,0,0,X,O,0.08564417064189911,0.08748703449964523,-0.81,0.814,40000
3498,3499,1,-1,X,O,0.08580303192138672,0.07029736042022705,-0.408,0.826,40000
3748,3749,1,-1,X,O,0.06577745825052261,0.08268580585718155,-0.5,0.75,40000
3998,3999,1,-1,X,O,0.13079272210597992,0.060041628777980804,-1.0,0.842,40000
4248,4249,-1,1,X,O,0.043388426303863525,0.06825733184814453,-0.278,0.844,40000
4498,4499,0,0,X,O,0.07167863845825195,0.07037512212991714,-1.0,0.834,40000
4748,4749,1,-1,X,O,0.08305133879184723,0.07360969483852386,-1.0,0.888,40000
4998,4999,-1,1,X,O,0.06999238580465317,0.08911146223545074,-0.31,0.852,40000
5248,5249,-1,1,X,O,0.05830985680222511,0.08642372488975525,-0.794,0.794,40000
5498,5499,1,-1,X,O,0.08019062876701355,0.08560754358768463,-0.918,0.818,40000
5748,5749,-1,1,X,O,0.06283904612064362,0.04832698404788971,-0.808,0.894,40000
5998,5999,-1,1,X,O,0.0679917111992836,0.08539629727602005,-0.796,0.82,40000
6248,6249,-1,1,X,O,0.061870917677879333,0.07047972828149796,-0.894,0.826,40000
6498,6499,0,0,X,O,0.09016209840774536,0.08223704248666763,-0.41,0.844,40000
6748,6749,0,0,X,O,0.06270481646060944,0.06299559772014618,-0.708,0.806,40000
6998,6999,-1,1,X,O,0.07567690312862396,0.06830143928527832,-0.812,0.866,40000
7248,7249,1,-1,X,O,0.10116620361804962,0.08829531073570251,-0.93,0.824,40000
7498,7499,-1,1,X,O,0.05779127776622772,0.05192681401968002,-0.922,0.848,40000
7748,7749,1,-1,X,O,0.0944836437702179,0.0798012986779213,-0.092,0.87,40000
7998,7999,0,0,X,O,0.10774362832307816,0.06715928018093109,-0.69,0.798,40000
8248,8249,-1,1,X,O,0.07840865850448608,0.08521977066993713,-0.59,0.842,40000
8498,8499,1,-1,X,O,0.05252561718225479,0.10045193135738373,-0.5,0.864,40000
8748,8749,1,-1,X,O,0.08498787879943848,0.05724302679300308,-0.204,0.836,40000
8998,8999,1,-1,X,O,0.05544746667146683,0.06674550473690033,-0.702,0.846,40000
9248,9249,1,-1,X,O,0.09298273921012878,0.06074203550815582,-0.804,0.806,40000
9498,9499,-1,1,X,O,0.07495678961277008,0.10945464670658112,-0.664,0.82,40000
9748,9749,1,-1,X,O,0.06069468334317207,0.07507622987031937,-0.8,0.872,40000
9998,9999,-1,1,X,O,0.06194266304373741,0.06936730444431305,-0.904,0.818,40000
10248,10249,1,-1,X,O,0.11401182413101196,0.09822311997413635,-0.906,0.854,40000
10498,10499,0,0,X,O,0.08470465242862701,0.09514174610376358,-0.896,0.874,40000
10748,10749,1,-1,X,O,0.08722010999917984,0.09633862972259521,-0.704,0.874,40000
10998,10999,1,-1,X,O,0.06366916745901108,0.11253444105386734,-0.792,0.86,40000
11248,11249,-1,1,X,O,0.1282358169555664,0.044642481952905655,-0.29,0.868,40000
11498,11499,1,-1,X,O,0.053670525550842285,0.09402142465114594,-0.5,0.832,40000
11748,11749,1,-1,X,O,0.11454439163208008,0.038335926830768585,-1.0,0.846,40000
11998,11999,-1,1,X,O,0.0816541537642479,0.07220054417848587,-0.602,0.832,40000
12248,12249,1,-1,X,O,0.07220959663391113,0.09037037193775177,-0.594,0.882,40000
12498,12499,-1,1,X,O,0.06383784115314484,0.08117960393428802,-0.812,0.824,40000
12748,12749,1,-1,X,O,0.08659316599369049,0.0923134982585907,-0.204,0.736,40000
12998,12999,1,-1,X,O,0.09736412763595581,0.08312226831912994,-0.542,0.774,40000
13248,13249,1,-1,X,O,0.04567459598183632,0.07892478257417679,-1.0,0.81,40000
13498,13499,-1,1,X,O,0.05441160872578621,0.11068280041217804,-0.428,0.804,40000
13748,13749,-1,1,X,O,0.10517817735671997,0.034055616706609726,-0.782,0.844,40000
13998,13999,1,-1,X,O,0.06207450479269028,0.0920446589589119,-0.596,0.81,40000
14248,14249,1,-1,X,O,0.09461741149425507,0.09238830953836441,-0.794,0.806,40000
14498,14499,-1,1,X,O,0.05465659499168396,0.054879963397979736,-0.79,0.87,40000
14748,14749,-1,1,X,O,0.06268772482872009,0.08952156454324722,-0.712,0.84,40000
14998,14999,1,-1,X,O,0.12016233801841736,0.10977616161108017,-0.684,0.832,40000
15248,15249,-1,1,X,O,0.0952284038066864,0.07884679734706879,-0.286,0.814,40000
15498,15499,-1,1,X,O,0.06155414879322052,0.12259654700756073,-0.19,0.874,40000
15748,15749,-1,1,X,O,0.08056778460741043,0.07069200277328491,-0.588,0.906,40000
15998,15999,-1,1,X,O,0.0747251883149147,0.08200681209564209,-0.088,0.84,40000
16248,16249,-1,1,X,O,0.08247837424278259,0.08616022020578384,-0.176,0.818,40000
16498,16499,0,0,X,O,0.07574649900197983,0.08430944383144379,-0.604,0.78,40000
16748,16749,1,-1,X,O,0.07149887084960938,0.07632236182689667,-0.708,0.868,40000
16998,16999,1,-1,X,O,0.0505901575088501,0.07358817011117935,-0.608,0.886,40000
17248,17249,1,-1,X,O,0.08049096912145615,0.08352242410182953,-0.628,0.9,40000
17498,17499,-1,1,X,O,0.10282859206199646,0.08507068455219269,-0.18,0.8,40000
17748,17749,1,-1,X,O,0.1127631813287735,0.08561469614505768,-0.362,0.832,40000
17998,17999,1,-1,X,O,0.07721813768148422,0.07444281876087189,-1.0,0.86,40000
18248,18249,-1,1,X,O,0.0868779793381691,0.10928481817245483,-0.624,0.892,40000
18498,18499,1,-1,X,O,0.07833822816610336,0.15048615634441376,-0.594,0.878,40000
18748,18749,-1,1,X,O,0.06874598562717438,0.07471205294132233,-0.716,0.844,40000
18998,18999,1,-1,X,O,0.06900255382061005,0.07550371438264847,-0.586,0.91,40000
19248,19249,-1,1,X,O,0.0799504742026329,0.12304702401161194,-0.606,0.862,40000
19498,19499,-1,1,X,O,0.08524255454540253,0.07041928172111511,-0.816,0.884,40000
19748,19749,1,-1,X,O,0.03930570185184479,0.0930534303188324,-0.53,0.858,40000
19998,19999,1,-1,X,O,0.10360689461231232,0.10899001359939575,-0.606,0.846,40000
