,game,reward_1,reward_2,player_1,player_2,loss_1,loss_2,player_1_opt,player_1_rand,eps
14748,14749,-1,1,X,O,0.079138845205307,0.07698415219783783,-0.64,0.824,0.5
14998,14999,-1,1,X,O,0.10022276639938354,0.09010035544633865,-0.9,0.89,0.5
15248,15249,1,-1,X,O,0.07421912252902985,0.10694684833288193,-0.686,0.912,0.5
15498,15499,1,-1,X,O,0.09095893055200577,0.07362644374370575,-0.886,0.86,0.5
15748,15749,1,-1,X,O,0.07582574337720871,0.10279357433319092,-0.796,0.792,0.5
15998,15999,1,-1,X,O,0.05089396983385086,0.07303815335035324,-0.616,0.838,0.5
16248,16249,-1,1,X,O,0.05866653472185135,0.09550710022449493,-0.194,0.77,0.5
16498,16499,1,-1,X,O,0.10697241127490997,0.06636440753936768,-0.58,0.85,0.5
16748,16749,-1,1,X,O,0.07078816741704941,0.06863158941268921,-0.196,0.786,0.5
16998,16999,-1,1,X,O,0.08372990041971207,0.0633486807346344,-0.698,0.71,0.5
17248,17249,1,-1,X,O,0.08686298131942749,0.08804464340209961,-0.824,0.87,0.5
17498,17499,1,-1,X,O,0.08406412601470947,0.0661316066980362,-0.29,0.828,0.5
17748,17749,1,-1,X,O,0.06422862410545349,0.07213728874921799,-0.808,0.81,0.5
17998,17999,-1,1,X,O,0.11861107498407364,0.08012997359037399,-0.182,0.816,0.5
18248,18249,1,-1,X,O,0.09075106680393219,0.0645911693572998,-0.816,0.83,0.5
18498,18499,1,-1,X,O,0.03180716186761856,0.05903199315071106,-0.786,0.854,0.5
18748,18749,1,-1,X,O,0.06321927905082703,0.1125829815864563,-0.794,0.842,0.5
18998,18999,1,-1,X,O,0.09253910183906555,0.0832422599196434,-0.296,0.752,0.5
19248,19249,-1,1,X,O,0.09589695930480957,0.10109038650989532,-0.788,0.838,0.5
19498,19499,-1,1,X,O,0.08033959567546844,0.10072870552539825,-0.798,0.84,0.5
19748,19749,1,-1,X,O,0.09788575768470764,0.07084554433822632,-0.822,0.796,0.5
19998,19999,-1,1,X,O,0.07997161895036697,0.08231361210346222,-0.838,0.84,0.5
