,game,player_1,player_2,loss_1,loss_2,player_1_opt,player_1_rand,n_star
7748,7749,X,O,0.0762624517083168,0,-1.0,0.84,40000
7998,7999,X,O,0.09139384329319,0,-1.0,0.838,40000
8248,8249,X,O,0.06346479058265686,0,-1.0,0.792,40000
8498,8499,X,O,0.08322113752365112,0,-1.0,0.794,40000
8748,8749,X,O,0.06951986998319626,0,0.202,0.858,40000
8998,8999,X,O,0.09752247482538223,0,-0.798,0.896,40000
9248,9249,X,O,0.08432213962078094,0,-1.0,0.822,40000
9498,9499,X,O,0.06413823366165161,0,-0.604,0.82,40000
9748,9749,X,O,0.10368681699037552,0,-1.0,0.822,40000
9998,9999,X,O,0.08278949558734894,0,-0.798,0.792,40000
10248,10249,X,O,0.05347833037376404,0,-0.798,0.792,40000
10498,10499,X,O,0.08627371490001678,0,-0.402,0.882,40000
10748,10749,X,O,0.08382745087146759,0,-0.798,0.856,40000
10998,10999,X,O,0.07659686356782913,0,-0.904,0.86,40000
11248,11249,X,O,0.09296150505542755,0,-1.0,0.774,40000
11498,11499,X,O,0.0842360407114029,0,-0.904,0.852,40000
11748,11749,X,O,0.08147867023944855,0,-0.806,0.84,40000
11998,11999,X,O,0.10870790481567383,0,0.0,0.732,40000
12248,12249,X,O,0.059561628848314285,0,-0.798,0.782,40000
12498,12499,X,O,0.10900026559829712,0,0.0,0.808,40000
12748,12749,X,O,0.07766102254390717,0,-1.0,0.854,40000
12998,12999,X,O,0.05323070287704468,0,-0.7,0.84,40000
13248,13249,X,O,0.07227249443531036,0,-0.798,0.794,40000
13498,13499,X,O,0.07186383754014969,0,0.0,0.738,40000
13748,13749,X,O,0.0778447687625885,0,0.202,0.784,40000
13998,13999,X,O,0.07863596081733704,0,0.0,0.792,40000
14248,14249,X,O,0.0711497962474823,0,0.0,0.812,40000
14498,14499,X,O,0.10538370162248611,0,0.0,0.78,40000
14748,14749,X,O,0.08756686747074127,0,-0.798,0.768,40000
14998,14999,X,O,0.07536919414997101,0,0.0,0.772,40000
15248,15249,X,O,0.09231632947921753,0,0.3,0.782,40000
15498,15499,X,O,0.08350765705108643,0,0.396,0.728,40000
15748,15749,X,O,0.06051892787218094,0,0.194,0.788,40000
15998,15999,X,O,0.09288333356380463,0,0.0,0.796,40000
16248,16249,X,O,0.0863959863781929,0,-0.806,0.742,40000
16498,16499,X,O,0.057891666889190674,0,-0.806,0.838,40000
16748,16749,X,O,0.06534264236688614,0,0.396,0.8,40000
16998,16999,X,O,0.09268960356712341,0,-1.0,0.822,40000
17248,17249,X,O,0.09948821365833282,0,0.0,0.788,40000
17498,17499,X,O,0.09890736639499664,0,0.096,0.792,40000
17748,17749,X,O,0.12284386157989502,0,0.194,0.846,40000
17998,17999,X,O,0.10410003364086151,0,0.194,0.73,40000
18248,18249,X,O,0.08935809135437012,0,0.0,0.83,40000
18498,18499,X,O,0.09229521453380585,0,0.0,0.818,40000
18748,18749,X,O,0.08810624480247498,0,0.194,0.804,40000
18998,18999,X,O,0.06381860375404358,0,0.0,0.816,40000
19248,19249,X,O,0.08445362746715546,0,0.0,0.788,40000
19498,19499,X,O,0.08451209217309952,0,0.0,0.752,40000
19748,19749,X,O,0.10822805762290955,0,0.0,0.802,40000
19998,19999,X,O,0.06650471687316895,0,0.0,0.816,40000
