,game,player_1,player_2,loss_1,loss_2,player_1_opt,player_1_rand,n_star
15498,15499,X,O,0.09081573784351349,0,0.082,0.79,32000
15748,15749,X,O,0.09156350791454315,0,0.108,0.83,32000
15998,15999,X,O,0.0639239177107811,0,0.0,0.798,32000
16248,16249,X,O,0.06913188099861145,0,0.0,0.754,32000
16498,16499,X,O,0.07650309801101685,0,0.0,0.788,32000
16748,16749,X,O,0.0816570371389389,0,0.0,0.724,32000
16998,16999,X,O,0.0664498433470726,0,0.0,0.754,32000
17248,17249,X,O,0.10612417757511139,0,0.084,0.81,32000
17498,17499,X,O,0.09445549547672272,0,0.106,0.722,32000
17748,17749,X,O,0.10202658921480179,0,0.202,0.814,32000
17998,17999,X,O,0.14685507118701935,0,0.296,0.762,32000
18248,18249,X,O,0.10445426404476166,0,0.0,0.76,32000
18498,18499,X,O,0.07926666736602783,0,0.19,0.836,32000
18748,18749,X,O,0.09879158437252045,0,0.0,0.744,32000
18998,18999,X,O,0.09376546740531921,0,0.112,0.748,32000
19248,19249,X,O,0.0903489887714386,0,0.19,0.766,32000
19498,19499,X,O,0.09816917777061462,0,0.08,0.784,32000
19748,19749,X,O,0.08665093034505844,0,0.0,0.774,32000
19998,19999,X,O,0.053254030644893646,0,-1.0,0.768,32000
248,249,X,O,0.03380241245031357,0,-1.0,-0.72,40000
498,499,X,O,0.03933710604906082,0,-1.0,0.17,40000
748,749,X,O,0.04390232637524605,0,-1.0,0.696,40000
998,999,X,O,0.06618043780326843,0,-1.0,0.744,40000
1248,1249,X,O,0.07349997758865356,0,-1.0,0.616,40000
1498,1499,X,O,0.08583460748195648,0,-1.0,0.72,40000
1748,1749,X,O,0.0811450332403183,0,-0.79,0.686,40000
1998,1999,X,O,0.059322748333215714,0,0.0,0.72,40000
2248,2249,X,O,0.07669884711503983,0,0.104,0.624,40000
2498,2499,X,O,0.04728506878018379,0,-1.0,0.73,40000
2748,2749,X,O,0.09014810621738434,0,0.0,0.788,40000
2998,2999,X,O,0.08929342031478882,0,0.228,0.75,40000
3248,3249,X,O,0.0971963107585907,0,0.216,0.794,40000
3498,3499,X,O,0.07787798345088959,0,-0.9,0.86,40000
3748,3749,X,O,0.08323587477207184,0,-0.516,0.814,40000
3998,3999,X,O,0.07199950516223907,0,-0.892,0.838,40000
4248,4249,X,O,0.07353515177965164,0,-0.51,0.828,40000
4498,4499,X,O,0.08404996991157532,0,-0.784,0.848,40000
4748,4749,X,O,0.04344390332698822,0,-0.552,0.844,40000
4998,4999,X,O,0.09592480957508087,0,-0.614,0.83,40000
5248,5249,X,O,0.09893377125263214,0,-0.612,0.792,40000
5498,5499,X,O,0.11745607107877731,0,-0.428,0.824,40000
5748,5749,X,O,0.10993945598602295,0,-0.806,0.792,40000
5998,5999,X,O,0.10091197490692139,0,-0.238,0.804,40000
6248,6249,X,O,0.08945104479789734,0,-0.716,0.8,40000
6498,6499,X,O,0.07594005763530731,0,-0.64,0.84,40000
6748,6749,X,O,0.08561816811561584,0,-0.768,0.848,40000
6998,6999,X,O,0.11643194407224655,0,-0.632,0.824,40000
7248,7249,X,O,0.0863117203116417,0,-0.426,0.814,40000
7498,7499,X,O,0.10438764095306396,0,-0.246,0.802,40000
7748,7749,X,O,0.055595703423023224,0,-0.202,0.824,40000
