,game,player_1,player_2,loss_1,loss_2,player_1_opt,player_1_rand,n_star
7998,7999,X,O,0.06372666358947754,0,-0.172,0.742,40000
8248,8249,X,O,0.05120484530925751,0,-0.532,0.842,40000
8498,8499,X,O,0.1445850431919098,0,-0.356,0.792,40000
8748,8749,X,O,0.08120299875736237,0,-0.74,0.75,40000
8998,8999,X,O,0.06640490889549255,0,-0.378,0.776,40000
9248,9249,X,O,0.09918665885925293,0,-0.548,0.878,40000
9498,9499,X,O,0.10065958648920059,0,-0.29,0.808,40000
9748,9749,X,O,0.0949786826968193,0,-0.622,0.764,40000
9998,9999,X,O,0.07024449855089188,0,-0.66,0.732,40000
10248,10249,X,O,0.060410551726818085,0,-0.366,0.8,40000
10498,10499,X,O,0.09064336866140366,0,-0.636,0.746,40000
10748,10749,X,O,0.07417608797550201,0,-0.082,0.836,40000
10998,10999,X,O,0.05549045652151108,0,-0.384,0.8,40000
11248,11249,X,O,0.07961215823888779,0,-0.398,0.762,40000
11498,11499,X,O,0.10121133178472519,0,-0.258,0.87,40000
11748,11749,X,O,0.07875316590070724,0,-0.256,0.856,40000
11998,11999,X,O,0.11636130511760712,0,-0.51,0.878,40000
12248,12249,X,O,0.12156084924936295,0,-0.382,0.806,40000
12498,12499,X,O,0.10510322451591492,0,-0.74,0.83,40000
12748,12749,X,O,0.06688059121370316,0,-0.684,0.852,40000
12998,12999,X,O,0.10092656314373016,0,-0.512,0.806,40000
13248,13249,X,O,0.08504153788089752,0,-0.456,0.826,40000
13498,13499,X,O,0.0766872838139534,0,-1.0,0.776,40000
13748,13749,X,O,0.10225853323936462,0,-0.668,0.804,40000
13998,13999,X,O,0.09251082688570023,0,-0.486,0.812,40000
14248,14249,X,O,0.15911965072155,0,-0.44,0.826,40000
14498,14499,X,O,0.14426308870315552,0,-0.452,0.852,40000
14748,14749,X,O,0.0862148106098175,0,-0.536,0.798,40000
14998,14999,X,O,0.09583625942468643,0,-0.31,0.702,40000
15248,15249,X,O,0.07306723296642303,0,-0.524,0.758,40000
15498,15499,X,O,0.060862548649311066,0,-0.354,0.82,40000
15748,15749,X,O,0.09234502911567688,0,-0.294,0.868,40000
15998,15999,X,O,0.06822814047336578,0,-0.322,0.804,40000
16248,16249,X,O,0.10443214327096939,0,0.096,0.764,40000
16498,16499,X,O,0.08225506544113159,0,0.0,0.816,40000
16748,16749,X,O,0.0608336515724659,0,0.21,0.784,40000
16998,16999,X,O,0.10973300039768219,0,0.0,0.794,40000
17248,17249,X,O,0.11297647655010223,0,0.0,0.75,40000
17498,17499,X,O,0.07194648683071136,0,0.0,0.79,40000
17748,17749,X,O,0.132726788520813,0,0.096,0.744,40000
17998,17999,X,O,0.10292335599660873,0,0.022,0.83,40000
18248,18249,X,O,0.09929945319890976,0,0.398,0.804,40000
18498,18499,X,O,0.054199278354644775,0,0.424,0.874,40000
18748,18749,X,O,0.14159509539604187,0,0.0,0.798,40000
18998,18999,X,O,0.07853880524635315,0,0.0,0.792,40000
19248,19249,X,O,0.10886809229850769,0,0.0,0.732,40000
19498,19499,X,O,0.10793392360210419,0,0.0,0.776,40000
19748,19749,X,O,0.0870838463306427,0,0.0,0.782,40000
19998,19999,X,O,0.1084534227848053,0,0.246,0.78,40000
