,game,player_1,player_2,loss_1,loss_2,player_1_opt,player_1_rand,eps
15748,15749,X,O,0.06648080796003342,0,0.0,0.834,0.6
15998,15999,X,O,0.09196014702320099,0,0.086,0.846,0.6
16248,16249,X,O,0.05568460375070572,0,0.0,0.876,0.6
16498,16499,X,O,0.07698279619216919,0,0.0,0.85,0.6
16748,16749,X,O,0.09208305180072784,0,0.0,0.824,0.6
16998,16999,X,O,0.0724380761384964,0,0.2,0.826,0.6
17248,17249,X,O,0.07673656195402145,0,0.0,0.814,0.6
17498,17499,X,O,0.07566533237695694,0,0.392,0.806,0.6
17748,17749,X,O,0.056281864643096924,0,0.208,0.8,0.6
17998,17999,X,O,0.12537682056427002,0,0.0,0.838,0.6
18248,18249,X,O,0.04709210246801376,0,0.156,0.804,0.6
18498,18499,X,O,0.05370953679084778,0,0.0,0.764,0.6
18748,18749,X,O,0.054196104407310486,0,0.0,0.796,0.6
18998,18999,X,O,0.11757437139749527,0,0.0,0.884,0.6
19248,19249,X,O,0.0795309841632843,0,0.102,0.862,0.6
19498,19499,X,O,0.05383289232850075,0,0.0,0.872,0.6
19748,19749,X,O,0.06895776093006134,0,0.0,0.786,0.6
19998,19999,X,O,0.11050152778625488,0,0.0,0.8,0.6
248,249,X,O,0.030433526262640953,0,-1.0,0.078,0.8
498,499,X,O,0.035220056772232056,0,-1.0,0.482,0.8
748,749,X,O,0.04025295376777649,0,-1.0,0.62,0.8
998,999,X,O,0.045617904514074326,0,-1.0,0.686,0.8
1248,1249,X,O,0.069863460958004,0,-1.0,0.754,0.8
1498,1499,X,O,0.05451057478785515,0,-1.0,0.664,0.8
1748,1749,X,O,0.08667322993278503,0,-1.0,0.73,0.8
1998,1999,X,O,0.07054783403873444,0,-1.0,0.774,0.8
2248,2249,X,O,0.08764951676130295,0,-1.0,0.73,0.8
2498,2499,X,O,0.07100716233253479,0,-1.0,0.772,0.8
2748,2749,X,O,0.10010415315628052,0,-1.0,0.7,0.8
2998,2999,X,O,0.06854087114334106,0,-1.0,0.732,0.8
3248,3249,X,O,0.09187636524438858,0,-1.0,0.838,0.8
3498,3499,X,O,0.05148853734135628,0,-0.5,0.796,0.8
3748,3749,X,O,0.05397499352693558,0,-1.0,0.836,0.8
3998,3999,X,O,0.0824996680021286,0,-1.0,0.788,0.8
4248,4249,X,O,0.07913137972354889,0,-0.5,0.824,0.8
4498,4499,X,O,0.08609196543693542,0,-0.5,0.796,0.8
4748,4749,X,O,0.11052267998456955,0,-0.5,0.774,0.8
4998,4999,X,O,0.08296254277229309,0,-0.5,0.726,0.8
5248,5249,X,O,0.09216295182704926,0,-1.0,0.9,0.8
5498,5499,X,O,0.08662179112434387,0,-1.0,0.746,0.8
5748,5749,X,O,0.06100716441869736,0,-0.5,0.794,0.8
5998,5999,X,O,0.08231796324253082,0,-0.808,0.768,0.8
6248,6249,X,O,0.06924377381801605,0,-1.0,0.77,0.8
6498,6499,X,O,0.08074139058589935,0,-1.0,0.788,0.8
6748,6749,X,O,0.09896242618560791,0,-1.0,0.764,0.8
6998,6999,X,O,0.09378594160079956,0,-1.0,0.83,0.8
7248,7249,X,O,0.09536650776863098,0,-1.0,0.826,0.8
7498,7499,X,O,0.09200765937566757,0,-1.0,0.802,0.8
7748,7749,X,O,0.0771598368883133,0,-1.0,0.824,0.8
7998,7999,X,O,0.08550281822681427,0,-0.81,0.846,0.8
8248,8249,X,O,0.08795461803674698,0,-1.0,0.824,0.8
8498,8499,X,O,0.10265941172838211,0,-1.0,0.698,0.8
8748,8749,X,O,0.0912892073392868,0,-0.884,0.826,0.8
8998,8999,X,O,0.052422404289245605,0,-1.0,0.78,0.8
9248,9249,X,O,0.09321966022253036,0,-0.5,0.816,0.8
9498,9499,X,O,0.09262868016958237,0,-1.0,0.918,0.8
9748,9749,X,O,0.09834285825490952,0,-0.5,0.874,0.8
9998,9999,X,O,0.07010349631309509,0,-1.0,0.832,0.8
10248,10249,X,O,0.07362540066242218,0,-1.0,0.84,0.8
10498,10499,X,O,0.07933774590492249,0,-1.0,0.812,0.8
10748,10749,X,O,0.050663478672504425,0,-1.0,0.726,0.8
10998,10999,X,O,0.10531346499919891,0,-1.0,0.838,0.8
11248,11249,X,O,0.1338818371295929,0,-1.0,0.81,0.8
11498,11499,X,O,0.0868852511048317,0,-1.0,0.856,0.8
11748,11749,X,O,0.05565045401453972,0,-1.0,0.806,0.8
11998,11999,X,O,0.07790999114513397,0,-1.0,0.776,0.8
12248,12249,X,O,0.09236685931682587,0,-0.884,0.83,0.8
12498,12499,X,O,0.07167686522006989,0,-0.894,0.838,0.8
12748,12749,X,O,0.06412512063980103,0,-1.0,0.884,0.8
12998,12999,X,O,0.06417186558246613,0,-1.0,0.848,0.8
13248,13249,X,O,0.06560332328081131,0,0.0,0.812,0.8
13498,13499,X,O,0.06093699485063553,0,-0.776,0.802,0.8
13748,13749,X,O,0.06400073319673538,0,-1.0,0.832,0.8
13998,13999,X,O,0.04852179437875748,0,0.196,0.846,0.8
14248,14249,X,O,0.08287720382213593,0,-1.0,0.836,0.8
14498,14499,X,O,0.05962420254945755,0,0.204,0.786,0.8
14748,14749,X,O,0.06456835567951202,0,-0.416,0.846,0.8
14998,14999,X,O,0.10003535449504852,0,-0.804,0.824,0.8
15248,15249,X,O,0.08029565215110779,0,0.0,0.722,0.8
15498,15499,X,O,0.06454269587993622,0,0.0,0.742,0.8
15748,15749,X,O,0.08064606040716171,0,-1.0,0.824,0.8
15998,15999,X,O,0.07993540912866592,0,0.19,0.798,0.8
16248,16249,X,O,0.08043426275253296,0,-1.0,0.846,0.8
16498,16499,X,O,0.07434212416410446,0,-1.0,0.768,0.8
16748,16749,X,O,0.05818615108728409,0,-0.88,0.844,0.8
16998,16999,X,O,0.06781124323606491,0,0.0,0.78,0.8
17248,17249,X,O,0.08031508326530457,0,-0.896,0.862,0.8
17498,17499,X,O,0.080071821808815,0,-1.0,0.846,0.8
17748,17749,X,O,0.09320759773254395,0,-0.412,0.746,0.8
17998,17999,X,O,0.08621934056282043,0,-1.0,0.818,0.8
18248,18249,X,O,0.1117299497127533,0,-1.0,0.854,0.8
18498,18499,X,O,0.050156980752944946,0,-1.0,0.754,0.8
18748,18749,X,O,0.06846743822097778,0,-1.0,0.796,0.8
18998,18999,X,O,0.06398682296276093,0,-1.0,0.768,0.8
19248,19249,X,O,0.0641603171825409,0,-0.896,0.816,0.8
19498,19499,X,O,0.04749230667948723,0,-1.0,0.766,0.8
19748,19749,X,O,0.0714409202337265,0,-0.904,0.836,0.8
19998,19999,X,O,0.09811116009950638,0,0.108,0.832,0.8
