,game,reward_1,reward_2,player_1,player_2,loss_1,loss_2,player_1_opt,player_1_rand,eps
15248,15249,-1,1,X,O,0.07841625809669495,0.07386790215969086,0.298,0.86,0.5
15498,15499,1,-1,X,O,0.11801496148109436,0.04830325394868851,0.298,0.852,0.5
15748,15749,1,-1,X,O,0.09232090413570404,0.11481720209121704,0.194,0.864,0.5
15998,15999,1,-1,X,O,0.08036048710346222,0.13746997714042664,-0.798,0.842,0.5
16248,16249,1,-1,X,O,0.07064694911241531,0.05956404656171799,0.202,0.898,0.5
16498,16499,1,-1,X,O,0.06011752039194107,0.08358385413885117,0.292,0.878,0.5
16748,16749,1,-1,X,O,0.10452642291784286,0.06758370250463486,-0.402,0.846,0.5
16998,16999,1,-1,X,O,0.09562744200229645,0.10201093554496765,-0.194,0.8,0.5
17248,17249,1,-1,X,O,0.10203752666711807,0.1244322806596756,-0.902,0.842,0.5
17498,17499,-1,1,X,O,0.06088085472583771,0.08566616475582123,-0.5,0.872,0.5
17748,17749,1,-1,X,O,0.12287306040525436,0.08993025124073029,-0.104,0.868,0.5
17998,17999,1,-1,X,O,0.09661883115768433,0.06367611140012741,-0.806,0.792,0.5
18248,18249,1,-1,X,O,0.06961363554000854,0.06546488404273987,0.0,0.864,0.5
18498,18499,-1,1,X,O,0.11123201251029968,0.09970113635063171,-0.298,0.854,0.5
18748,18749,1,-1,X,O,0.0886688381433487,0.06990061700344086,-0.306,0.892,0.5
18998,18999,1,-1,X,O,0.05775418132543564,0.13863208889961243,-0.104,0.846,0.5
19248,19249,1,-1,X,O,0.08395689725875854,0.04986375570297241,-0.604,0.84,0.5
19498,19499,-1,1,X,O,0.08644773066043854,0.07005204260349274,-0.5,0.796,0.5
19748,19749,1,-1,X,O,0.0629330724477768,0.10592184960842133,-0.806,0.822,0.5
19998,19999,0,0,X,O,0.10109484195709229,0.05693937465548515,-0.804,0.768,0.5
